epoch,train_nll,valid_nll,test_nll,train_mse,valid_mse,test_mse,train_rmse,valid_rmse,test_rmse,train_auc,valid_auc,test_auc,train_auprc,valid_auprc,test_auprc,train_mse_oob,valid_mse_oob,test_mse_oob
0,0.00349714173048025,0.006221415017177952,0.006221415017177952,0.002531371214526196,0.0054902440795348475,0.0054902440795348475,0.0034093715277134324,0.008284196775977866,0.008284196775977866,,,,,,,1.470700716276528,0.14372215743221445,0.14372215743221445
1,0.002358729157476445,0.0023421288162935395,0.0023421288162935395,0.0018485316975663916,0.0007754133472939569,0.0007754133472939569,0.0032369890821327637,0.003113288031199454,0.003113288031199454,,,,,,,0.8378359618552502,0.3183085283509784,0.3183085283509784
2,0.0009486131407173455,0.004501944188782032,0.004501944188782032,0.0008447501489879302,0.0014155058621836425,0.0014155058621836425,0.002254278190761987,0.0042063973491935774,0.0042063973491935774,,,,,,,0.7544737221149476,0.6337210358076995,0.6337210358076995
3,0.0004701262376180462,0.00024354831821212023,0.00024354831821212023,0.000483936823164706,0.0008059693080416143,0.0008059693080416143,0.0017046535085288484,0.0031739772183704386,0.0031739772183704386,,,,,,,0.9885328363601564,0.5159484257973571,0.5159484257973571
4,-0.0006562021281067121,-0.0037294858671676396,-0.0037294858671676396,0.0002928973164953156,0.0002539927168206447,0.0002539927168206447,0.0013457701107270246,0.0017817574941445188,0.0017817574941445188,,,,,,,0.855990956058792,0.37165873050416276,0.37165873050416276
5,-0.002143469413661675,-0.0063530231974595255,-0.0063530231974595255,0.00010048712418040146,7.347281258422204e-05,7.347281258422204e-05,0.0007745378414633721,0.00095770183448222,0.00095770183448222,,,,,,,0.8641470902150021,0.33051112822858203,0.33051112822858203
6,-0.003468271315935287,-0.0077379175270587755,-0.0077379175270587755,4.238738408255676e-05,7.486868103500307e-05,7.486868103500307e-05,0.0004992796938570448,0.0009656805237068927,0.0009656805237068927,,,,,,,0.6740498275927032,0.4487012470605555,0.4487012470605555
7,0.0013023616255427941,-0.0035919748344402655,-0.0035919748344402655,8.698884124477737e-05,0.000152875828112401,0.000152875828112401,0.0006891383717363104,0.0013820041401525433,0.0013820041401525433,,,,,,,0.7772165665905854,0.38668404721637817,0.38668404721637817
8,-0.003098960513107234,-0.005042564837326444,-0.005042564837326444,7.944463278823549e-05,0.00034117203588713684,0.00034117203588713684,0.0006634282177785749,0.002065050138100404,0.002065050138100404,,,,,,,0.7393340586384016,0.39961847023566544,0.39961847023566544
9,-0.0027574469803511325,-0.005942964167425335,-0.005942964167425335,0.00015072376191881202,0.00016865348600186275,0.00016865348600186275,0.0009668125102931093,0.0014517982444653189,0.0014517982444653189,,,,,,,0.7875229522395332,0.3769071620366189,0.3769071620366189
10,-0.002678769509488073,-0.004373031444010298,-0.004373031444010298,7.324535039062565e-05,0.0001545278632740549,0.0001545278632740549,0.000675194207180411,0.001389495201715418,0.001389495201715418,,,,,,,0.7666888981520186,0.3948758715116999,0.3948758715116999
11,-0.0022846648214299064,-0.004238823628320332,-0.004238823628320332,9.277832348005749e-05,0.0002466528567589876,0.0002466528567589876,0.0007589455070366959,0.0017557507491428308,0.0017557507491428308,,,,,,,0.799933895014146,0.3460164816854651,0.3460164816854651
12,-0.0023380957605400347,-0.005004257016479052,-0.005004257016479052,0.00012128387043327727,0.00022722627464793468,0.00022722627464793468,0.0008705343750772526,0.0016851674906229138,0.0016851674906229138,,,,,,,0.7726129614115371,0.35928630197874956,0.35928630197874956
13,-0.0026485238295371996,-0.005849081179785943,-0.005849081179785943,8.792303996423004e-05,0.0001021965508471476,0.0001021965508471476,0.0007387179730019483,0.001129728960293749,0.001129728960293749,,,,,,,0.7610686883234844,0.36458700884940404,0.36458700884940404
14,-0.0031435083262047665,-0.007024918241768067,-0.007024918241768067,3.145862615679902e-05,2.671286201458011e-05,2.671286201458011e-05,0.00043623243162404347,0.0005735506844017889,0.0005735506844017889,,,,,,,0.7387183723399193,0.36825732865792277,0.36825732865792277
15,-0.0036944965978011127,-0.007907052586825515,-0.007907052586825515,1.5368098039777163e-05,3.8993008363284665e-05,3.8993008363284665e-05,0.0003085327062802647,0.0006954194886876477,0.0006954194886876477,,,,,,,0.7287516055725958,0.37302187431276057,0.37302187431276057
16,-0.004198144125789413,-0.009009586570895888,-0.009009586570895888,1.8322109437005453e-05,2.305197657075682e-05,2.305197657075682e-05,0.00033789454570987723,0.0005311708530916829,0.0005311708530916829,,,,,,,0.728223555205233,0.3510408798190372,0.3510408798190372
17,-0.004796304177682622,-0.010306436464507773,-0.010306436464507773,1.1882903123337578e-05,2.178330260250466e-05,2.178330260250466e-05,0.0002715103082061816,0.0005151227533909662,0.0005151227533909662,,,,,,,0.7149700346192471,0.3536141690396165,0.3536141690396165
18,-0.005410531208837668,-0.011498673230876688,-0.011498673230876688,1.0083263081095416e-05,1.761639028948118e-05,1.761639028948118e-05,0.0002496347520799496,0.000460367908029488,0.000460367908029488,,,,,,,0.7148266325484408,0.3528271435628273,0.3528271435628273
19,-0.005938792229903986,-0.01235675738699819,-0.01235675738699819,9.019877133662365e-06,1.6274513466699938e-05,1.6274513466699938e-05,0.00023676043442480318,0.0004411528953169445,0.0004411528953169445,,,,,,,0.7103123936956484,0.3499771019979139,0.3499771019979139
20,-0.006278789110971265,-0.01317082980905509,-0.01317082980905509,8.330551295264534e-06,1.3283729826625497e-05,1.3283729826625497e-05,0.00022746907935539078,0.0003932322668191669,0.0003932322668191669,,,,,,,0.7007851724752816,0.3500700116797771,0.3500700116797771
21,-0.00635268047905255,0.007017642914866823,0.007017642914866823,7.681973773685967e-06,6.903803754776798e-05,6.903803754776798e-05,0.0002161179307528862,0.0009280981704156364,0.0009280981704156364,,,,,,,0.6899135719921415,0.3292535753960401,0.3292535753960401
22,0.002085541722760538,-0.005019054736471962,-0.005019054736471962,4.075697942488624e-05,0.0001197062842844483,0.0001197062842844483,0.00047964340398597757,0.0012229722509862024,0.0012229722509862024,,,,,,,0.6555199762499148,0.3283888217001238,0.3283888217001238
23,-0.00386240747541165,-0.008650047345177408,-0.008650047345177408,3.580881570306994e-05,3.191461642483289e-05,3.191461642483289e-05,0.0004498999925579827,0.000628984515827471,0.000628984515827471,,,,,,,0.6646831124389398,0.32042082199834704,0.32042082199834704
24,-0.003746839665143742,-0.006194394634745568,-0.006194394634745568,6.057676676330555e-05,0.00023818542996944907,0.00023818542996944907,0.000586659732482731,0.0017253158607406862,0.0017253158607406862,,,,,,,0.6365430305290032,0.33503556575909593,0.33503556575909593
25,-0.0031882966040649536,-0.006462034861773857,-0.006462034861773857,0.00011043386280373867,0.00016249871832530225,0.00016249871832530225,0.0008302540218503632,0.0014249335829910827,0.0014249335829910827,,,,,,,0.6468816992278321,0.31928477196082433,0.31928477196082433
26,-0.003351836664535938,-0.006849059252529663,-0.006849059252529663,5.7350147441231856e-05,5.6514722647553256e-05,5.6514722647553256e-05,0.000593497576822449,0.0008391519865831506,0.0008391519865831506,,,,,,,0.6474100861633532,0.3203351623143354,0.3203351623143354
27,-0.0034253085165151043,-0.00581293618294243,-0.00581293618294243,1.9839097579320134e-05,2.8195128431634082e-05,2.8195128431634082e-05,0.0003495029603627174,0.0005911186809484786,0.0005911186809484786,,,,,,,0.6485368988654165,0.28167722350771474,0.28167722350771474
28,-0.0031388951476161763,-0.007390014545491384,-0.007390014545491384,1.4651078242329768e-05,2.656624384471559e-05,2.656624384471559e-05,0.00030168277387776157,0.0005737622589429472,0.0005737622589429472,,,,,,,0.6028021247916977,0.2913215078388192,0.2913215078388192
29,-0.0036678294588020723,-0.007305889846064295,-0.007305889846064295,1.5818310784241193e-05,3.1852891294523666e-05,3.1852891294523666e-05,0.00031411908636625873,0.000629481903564106,0.000629481903564106,,,,,,,0.5841324573887074,0.26261438606045867,0.26261438606045867
30,-0.0038818200111342253,-0.008471025405360854,-0.008471025405360854,1.4374190563993611e-05,1.8296809854116615e-05,1.8296809854116615e-05,0.0002990812145128417,0.00047418960254032446,0.00047418960254032446,,,,,,,0.5687616175532604,0.2662011379028307,0.2662011379028307
31,-0.004394089940479779,-0.009411509668046398,-0.009411509668046398,8.37190170272078e-06,1.2662130528411659e-05,1.2662130528411659e-05,0.00022761294926087902,0.0003902034845746913,0.0003902034845746913,,,,,,,0.5506796140151665,0.26302222849111184,0.26302222849111184
32,-0.004891982834590546,-0.010316330106046202,-0.010316330106046202,7.029868154986091e-06,1.3864840015178272e-05,1.3864840015178272e-05,0.00020887320347324706,0.00041076305415277647,0.00041076305415277647,,,,,,,0.5315759905999893,0.23705465890983274,0.23705465890983274
33,-0.0053970701548236855,-0.011276140580342053,-0.011276140580342053,6.367901121732172e-06,1.0570731914562824e-05,1.0570731914562824e-05,0.00019870089922659366,0.00035678473135719704,0.00035678473135719704,,,,,,,0.49406860631387095,0.21429014172882732,0.21429014172882732
34,-0.005927879549949192,-0.012639646753350286,-0.012639646753350286,5.427006156992237e-06,8.562751084034811e-06,8.562751084034811e-06,0.00018351426956571675,0.0003202941828179197,0.0003202941828179197,,,,,,,0.44436899126820384,0.18210732976742475,0.18210732976742475
35,-0.00649273801025127,-0.013761927099335625,-0.013761927099335625,4.6041727777183785e-06,7.19037018564822e-06,7.19037018564822e-06,0.00016902494690854646,0.0002939761610708896,0.0002939761610708896,,,,,,,0.3808474503435217,0.1461844322550331,0.1461844322550331
36,-0.006999811842289744,-0.008975717980388587,-0.008975717980388587,4.031584431168088e-06,2.2071977734197623e-05,2.2071977734197623e-05,0.00015810253233376043,0.00052490071035141,0.00052490071035141,,,,,,,0.31420261251828846,0.08924399239566498,0.08924399239566498
37,-0.0018170509290433793,-0.00983705909234121,-0.00983705909234121,3.271322518736198e-05,8.869252115835449e-05,8.869252115835449e-05,0.0004267906048364452,0.0010528487422037259,0.0010528487422037259,,,,,,,0.2572683447973509,0.10667562235940872,0.10667562235940872
38,-0.005528599299201951,-0.010713712308707542,-0.010713712308707542,1.8868157852720745e-05,1.089235352583875e-05,1.089235352583875e-05,0.0003096082129524158,0.00036007841805494044,0.00036007841805494044,,,,,,,0.3569134619815091,0.25052098214873325,0.25052098214873325
39,-0.005175034340581379,-0.010079757495222894,-0.010079757495222894,1.3553007009112195e-05,4.984345981544419e-05,4.984345981544419e-05,0.0002834652110560016,0.0007876152584369138,0.0007876152584369138,,,,,,,0.5977096949510353,0.35569447785893576,0.35569447785893576
40,-0.004974047672945217,0.00068684449740108,0.00068684449740108,2.9528713988863078e-05,7.952333890731769e-05,7.952333890731769e-05,0.0004289333751372239,0.000995882521848805,0.000995882521848805,,,,,,,0.7509662538463813,0.42038870068285766,0.42038870068285766
41,0.020278554276442227,0.003624776557242826,0.003624776557242826,8.313062934309177e-05,0.00013829307222192107,0.00013829307222192107,0.0007107881587594515,0.001314434333049909,0.001314434333049909,,,,,,,0.8137247266204748,0.4352167383768589,0.4352167383768589
42,0.0003525510908480278,0.00035213070646130095,0.00035213070646130095,8.895987788797328e-05,0.0003571277798982878,0.0003571277798982878,0.0007360310138922459,0.0021125997258048153,0.0021125997258048153,,,,,,,0.8488878204825484,0.4273032093258145,0.4273032093258145
43,0.0001880403807600723,0.0005075680556410128,0.0005075680556410128,0.0001952419473673461,0.000352968761353935,0.000352968761353935,0.001103945284027995,0.002100341865007938,0.002100341865007938,,,,,,,0.7815910483306605,0.45303502359105724,0.45303502359105724
44,0.0003127309284626942,0.0007076513818241112,0.0007076513818241112,0.00015718805324051058,0.0002788943339272572,0.0002788943339272572,0.0009899674758178053,0.0018668326128471802,0.0018668326128471802,,,,,,,0.7631981390315729,0.4691167998626761,0.4691167998626761
45,0.0003417750265441369,0.0005221434711180646,0.0005221434711180646,0.00016765770838290326,0.00044502127008157606,0.00044502127008157606,0.0010213347158439458,0.002358265689132459,0.002358265689132459,,,,,,,0.7780595995792943,0.4647951310047127,0.4647951310047127
46,0.00015553119764981005,-0.0001280656481818943,-0.0001280656481818943,0.0002483709266108872,0.0005659596516622754,0.0005659596516622754,0.0012443770978916055,0.0026595360041045558,0.0026595360041045558,,,,,,,0.7822016831851895,0.44052359616829556,0.44052359616829556
47,-0.00026184117699150215,-0.001196167319651663,-0.001196167319651663,0.0002639568072308399,0.00046595036907472675,0.00046595036907472675,0.0012842612921745017,0.002413105142002655,0.002413105142002655,,,,,,,0.760631679209646,0.4053923636742331,0.4053923636742331
48,-0.0008339186666509971,-0.0023895773492369514,-0.0023895773492369514,0.00019001864265504482,0.0002687051961890222,0.0002687051961890222,0.0010877103057195703,0.0018323212426467623,0.0018323212426467623,,,,,,,0.7325310042762568,0.37713614385816574,0.37713614385816574
49,-0.0014398045568174902,-0.0036459798732631716,-0.0036459798732631716,0.00010298716460371801,0.0001339458333639703,0.0001339458333639703,0.0007992524942526204,0.0012931218618723568,0.0012931218618723568,,,,,,,0.7177308992920852,0.3782311032904896,0.3782311032904896
50,-0.0020167264172802975,-0.004505754717311924,-0.004505754717311924,5.793875384620072e-05,9.957709168340783e-05,9.957709168340783e-05,0.000600763235853917,0.0011144069658954624,0.0011144069658954624,,,,,,,0.7305239539757322,0.38724074243127965,0.38724074243127965
51,-0.0023732758531010895,-0.004923881406216845,-0.004923881406216845,5.164361573704644e-05,0.00010188323687853807,0.00010188323687853807,0.0005674147575769038,0.001127332991778228,0.001127332991778228,,,,,,,0.7192356414736959,0.35982923192327354,0.35982923192327354
52,-0.0025716765713414934,-0.005470974982271462,-0.005470974982271462,4.998646469210968e-05,8.418715510748385e-05,8.418715510748385e-05,0.0005585196796263467,0.001024327385341347,0.001024327385341347,,,,,,,0.6951343168377244,0.3414111612096546,0.3414111612096546
53,-0.002950712532331484,-0.006392744092951595,-0.006392744092951595,3.7764412788667214e-05,5.831937512706228e-05,5.831937512706228e-05,0.00048507666594236395,0.0008516162002650771,0.0008516162002650771,,,,,,,0.6427011745629847,0.32561134245162177,0.32561134245162177
54,-0.0033981449414424067,-0.007159394903717001,-0.007159394903717001,2.7980218689823354e-05,4.8791809927079506e-05,4.8791809927079506e-05,0.00041778946079564416,0.0007790034745331412,0.0007790034745331412,,,,,,,0.5897497781366998,0.28722259098974146,0.28722259098974146
55,-0.0037731925466318156,-0.007970420933573783,-0.007970420933573783,2.27652108482165e-05,3.5685542902495686e-05,3.5685542902495686e-05,0.00037677960774221446,0.0006651648106526421,0.0006651648106526421,,,,,,,0.53741968183263,0.2683142882590553,0.2683142882590553
56,-0.0042289895993070864,-0.009025339356221051,-0.009025339356221051,1.745256787707371e-05,3.075456234603467e-05,3.075456234603467e-05,0.00032970707613003554,0.0006170091111848189,0.0006170091111848189,,,,,,,0.4955955276208539,0.24419866809807114,0.24419866809807114
57,-0.004771032670372078,-0.010261455276520382,-0.010261455276520382,1.4682633701276103e-05,2.382995280595802e-05,2.382995280595802e-05,0.0003022991837019558,0.0005426783009151311,0.0005426783009151311,,,,,,,0.46389553123178073,0.22800156723609286,0.22800156723609286
58,-0.005415489887378669,-0.011685376302898953,-0.011685376302898953,1.1064036583317204e-05,1.6152509189439718e-05,1.6152509189439718e-05,0.0002622929288585724,0.0004449260048599312,0.0004449260048599312,,,,,,,0.4359492253297282,0.20752921123613632,0.20752921123613632
59,-0.00617598636036331,-0.013353196848176605,-0.013353196848176605,7.101717336418744e-06,9.454349836138792e-06,9.454349836138792e-06,0.00020963522858102906,0.0003374381678650889,0.0003374381678650889,,,,,,,0.3999281212149494,0.1767769554343792,0.1767769554343792
60,-0.0013123963222355511,0.049709726545912776,0.049709726545912776,2.1427464714555516e-05,0.000337685908773489,0.000337685908773489,0.00031695382186735664,0.0020544825897552167,0.0020544825897552167,,,,,,,0.33988905161294997,0.20619182033354216,0.20619182033354216
61,0.01374759048797329,0.002540757289084588,0.002540757289084588,0.00014562970248287974,0.0003196837538497998,0.0003196837538497998,0.000902656595227707,0.001998985393840224,0.001998985393840224,,,,,,,0.4488705140026169,0.19579475268791144,0.19579475268791144
62,0.0004487562215146774,-0.003583670658321436,-0.003583670658321436,0.00018312504514484388,0.00017746961345211173,0.00017746961345211173,0.0010648517289052143,0.0014893258531214087,0.0014893258531214087,,,,,,,0.4336643162966599,0.19423055194593178,0.19423055194593178
63,-0.0017095359875552774,-0.002397884542688606,-0.002397884542688606,5.40729498031172e-05,7.793566091458638e-05,7.793566091458638e-05,0.0005713776380659286,0.0009866465296336799,0.0009866465296336799,,,,,,,0.454930097791832,0.21711354480989503,0.21711354480989503
64,-0.0009193950778241481,-0.0010506841304564849,-0.0010506841304564849,5.2751963883912434e-05,0.00015186207638178702,0.00015186207638178702,0.0005712846073811114,0.0013775932654433265,0.0013775932654433265,,,,,,,0.5055592694061297,0.24553818356526783,0.24553818356526783
65,-0.00041410969807780494,-0.0005532532330118643,-0.0005532532330118643,8.422435535665351e-05,0.00019060339718474377,0.00019060339718474377,0.000724878865253393,0.0015433690746684504,0.0015433690746684504,,,,,,,0.5550554531598637,0.27185509548583897,0.27185509548583897
66,-0.00027066746230583266,-0.0005694634746306979,-0.0005694634746306979,9.408698073954987e-05,0.00018581569362529398,0.00018581569362529398,0.0007668064544336308,0.0015238098125721282,0.0015238098125721282,,,,,,,0.5967028403468573,0.293993608127323,0.293993608127323
67,-0.0003427841897883891,-0.0008939975639583435,-0.0008939975639583435,8.666390678106905e-05,0.00015885801432800347,0.00015885801432800347,0.0007358968160915977,0.0014088249607508887,0.0014088249607508887,,,,,,,0.6303669469641082,0.31150410995291505,0.31150410995291505
68,-0.0005467730504853814,-0.0014129924442275543,-0.0014129924442275543,7.182368665533184e-05,0.00012590046887487623,0.00012590046887487623,0.0006698127519552367,0.0012539851693758445,0.0012539851693758445,,,,,,,0.6569314882609187,0.32454846932980036,0.32454846932980036
69,-0.0008347576066087391,-0.0020572097376025415,-0.0020572097376025415,5.6011499138352825e-05,9.55539447986412e-05,9.55539447986412e-05,0.0005914113893071537,0.001092104151875056,0.001092104151875056,,,,,,,0.6770879093256608,0.33362846763275117,0.33362846763275117
70,-0.0011766568106970326,-0.0027817830136625463,-0.0027817830136625463,4.231701561362872e-05,7.097470546229516e-05,7.097470546229516e-05,0.0005139935375544608,0.0009406698899957948,0.0009406698899957948,,,,,,,0.6911401657017229,0.33945323997689963,0.33945323997689963
71,-0.0015535362069651378,-0.003562075045377572,-0.003562075045377572,3.153615410059561e-05,5.20446482570822e-05,5.20446482570822e-05,0.00044365827974267075,0.0008046463698450143,0.0008046463698450143,,,,,,,0.6987536284895729,0.3426070929252323,0.3426070929252323
72,-0.0019567308597442383,-0.004390337782547226,-0.004390337782547226,2.329702972129488e-05,3.787180274646872e-05,3.787180274646872e-05,0.00038124198010879116,0.0006850317063193372,0.0006850317063193372,,,,,,,0.698823614613167,0.3426430035769664,0.3426430035769664
73,-0.002383076897638246,-0.005254507947848916,-0.005254507947848916,1.72962827456561e-05,2.851387865810286e-05,2.851387865810286e-05,0.00032840657932720757,0.0005926642788223879,0.0005926642788223879,,,,,,,0.6897160548799353,0.33724403151573185,0.33724403151573185
74,-0.0028221203895320824,-0.006120275384440706,-0.006120275384440706,1.3623913053485318e-05,2.3705224012864208e-05,2.3705224012864208e-05,0.0002914003265370581,0.0005391460261627314,0.0005391460261627314,,,,,,,0.6714648839403541,0.3255357938823596,0.3255357938823596
